FirstName,LastName,FinalGrade
Vardas6791,Pavarde6791,2.54667
Vardas6719,Pavarde6719,2.54667
Vardas4648,Pavarde4648,2.54667
Vardas4043,Pavarde4043,2.54667
Vardas8371,Pavarde8371,2.54667
Vardas3863,Pavarde3863,2.54667
Vardas403,Pavarde403,2.54667
Vardas8296,Pavarde8296,2.54667
Vardas654,Pavarde654,2.54667
Vardas4879,Pavarde4879,2.54667
Vardas1227,Pavarde1227,2.54667
Vardas6105,Pavarde6105,2.54667
Vardas4479,Pavarde4479,2.54667
Vardas8209,Pavarde8209,2.54667
Vardas1653,Pavarde1653,2.54667
Vardas5915,Pavarde5915,2.57333
Vardas4118,Pavarde4118,2.57333
Vardas9568,Pavarde9568,2.57333
Vardas4221,Pavarde4221,2.57333
Vardas556,Pavarde556,2.57333
Vardas5756,Pavarde5756,2.57333
Vardas1956,Pavarde1956,2.57333
Vardas7098,Pavarde7098,2.57333
Vardas1990,Pavarde1990,2.57333
Vardas3764,Pavarde3764,2.57333
Vardas1981,Pavarde1981,2.57333
Vardas5337,Pavarde5337,2.57333
Vardas2020,Pavarde2020,2.57333
Vardas1250,Pavarde1250,2.57333
Vardas5245,Pavarde5245,2.57333
Vardas1249,Pavarde1249,2.57333
Vardas9825,Pavarde9825,2.57333
Vardas1968,Pavarde1968,2.57333
Vardas1149,Pavarde1149,2.57333
Vardas5177,Pavarde5177,2.57333
Vardas2713,Pavarde2713,2.57333
Vardas3091,Pavarde3091,2.57333
Vardas2747,Pavarde2747,2.57333
Vardas9837,Pavarde9837,2.57333
Vardas3141,Pavarde3141,2.57333
Vardas9840,Pavarde9840,2.57333
Vardas813,Pavarde813,2.57333
Vardas5495,Pavarde5495,2.57333
Vardas1864,Pavarde1864,2.57333
Vardas2217,Pavarde2217,2.58667
Vardas3318,Pavarde3318,2.58667
Vardas7158,Pavarde7158,2.6
Vardas7468,Pavarde7468,2.6
Vardas7266,Pavarde7266,2.6
Vardas7086,Pavarde7086,2.6
Vardas7084,Pavarde7084,2.6
Vardas9347,Pavarde9347,2.6
Vardas6955,Pavarde6955,2.6
Vardas6852,Pavarde6852,2.6
Vardas9387,Pavarde9387,2.6
Vardas2994,Pavarde2994,2.6
Vardas2570,Pavarde2570,2.6
Vardas6481,Pavarde6481,2.6
Vardas8704,Pavarde8704,2.6
Vardas5837,Pavarde5837,2.6
Vardas8668,Pavarde8668,2.6
Vardas800,Pavarde800,2.6
Vardas8606,Pavarde8606,2.6
Vardas6393,Pavarde6393,2.6
Vardas6404,Pavarde6404,2.6
Vardas3017,Pavarde3017,2.6
Vardas4726,Pavarde4726,2.6
Vardas2982,Pavarde2982,2.6
Vardas7295,Pavarde7295,2.6
Vardas9017,Pavarde9017,2.6
Vardas558,Pavarde558,2.6
Vardas7729,Pavarde7729,2.6
Vardas7653,Pavarde7653,2.6
Vardas4989,Pavarde4989,2.6
Vardas1401,Pavarde1401,2.6
Vardas2817,Pavarde2817,2.6
Vardas8728,Pavarde8728,2.6
Vardas7398,Pavarde7398,2.6
Vardas1558,Pavarde1558,2.6
Vardas9868,Pavarde9868,2.6
Vardas9998,Pavarde9998,2.6
Vardas2638,Pavarde2638,2.61333
Vardas3719,Pavarde3719,2.61333
Vardas222,Pavarde222,2.61333
Vardas7183,Pavarde7183,2.62667
Vardas6935,Pavarde6935,2.62667
Vardas8572,Pavarde8572,2.62667
Vardas6308,Pavarde6308,2.62667
Vardas9070,Pavarde9070,2.62667
Vardas3328,Pavarde3328,2.62667
Vardas5363,Pavarde5363,2.62667
Vardas545,Pavarde545,2.62667
Vardas6613,Pavarde6613,2.62667
Vardas7842,Pavarde7842,2.62667
Vardas3941,Pavarde3941,2.62667
Vardas7404,Pavarde7404,2.62667
Vardas4544,Pavarde4544,2.62667
Vardas4336,Pavarde4336,2.62667
Vardas183,Pavarde183,2.62667
Vardas6450,Pavarde6450,2.62667
Vardas7830,Pavarde7830,2.62667
Vardas672,Pavarde672,2.62667
Vardas4603,Pavarde4603,2.62667
Vardas8862,Pavarde8862,2.62667
Vardas9112,Pavarde9112,2.62667
Vardas335,Pavarde335,2.62667
Vardas1157,Pavarde1157,2.62667
Vardas7048,Pavarde7048,2.62667
Vardas1762,Pavarde1762,2.62667
Vardas9925,Pavarde9925,2.62667
Vardas8091,Pavarde8091,2.62667
Vardas1606,Pavarde1606,2.62667
Vardas6772,Pavarde6772,2.62667
Vardas7679,Pavarde7679,2.62667
Vardas1167,Pavarde1167,2.62667
Vardas599,Pavarde599,2.62667
Vardas8576,Pavarde8576,2.62667
Vardas394,Pavarde394,2.62667
Vardas784,Pavarde784,2.62667
Vardas7290,Pavarde7290,2.64
Vardas5831,Pavarde5831,2.65333
Vardas6416,Pavarde6416,2.65333
Vardas9588,Pavarde9588,2.65333
Vardas6703,Pavarde6703,2.65333
Vardas4018,Pavarde4018,2.65333
Vardas7593,Pavarde7593,2.65333
Vardas9737,Pavarde9737,2.65333
Vardas147,Pavarde147,2.65333
Vardas9399,Pavarde9399,2.65333
Vardas263,Pavarde263,2.65333
Vardas664,Pavarde664,2.65333
Vardas3740,Pavarde3740,2.65333
Vardas5118,Pavarde5118,2.65333
Vardas2553,Pavarde2553,2.65333
Vardas6391,Pavarde6391,2.65333
Vardas3254,Pavarde3254,2.65333
Vardas3303,Pavarde3303,2.65333
Vardas9602,Pavarde9602,2.65333
Vardas4790,Pavarde4790,2.65333
Vardas6312,Pavarde6312,2.65333
Vardas1691,Pavarde1691,2.65333
Vardas7816,Pavarde7816,2.65333
Vardas434,Pavarde434,2.65333
Vardas2880,Pavarde2880,2.65333
Vardas8583,Pavarde8583,2.65333
Vardas1573,Pavarde1573,2.65333
Vardas2294,Pavarde2294,2.65333
Vardas4087,Pavarde4087,2.65333
Vardas9527,Pavarde9527,2.65333
Vardas428,Pavarde428,2.65333
Vardas4414,Pavarde4414,2.65333
Vardas7639,Pavarde7639,2.65333
Vardas3555,Pavarde3555,2.65333
Vardas1542,Pavarde1542,2.65333
Vardas3346,Pavarde3346,2.65333
Vardas5514,Pavarde5514,2.66667
Vardas4120,Pavarde4120,2.66667
Vardas6554,Pavarde6554,2.68
Vardas4102,Pavarde4102,2.68
Vardas6107,Pavarde6107,2.68
Vardas2061,Pavarde2061,2.68
Vardas4817,Pavarde4817,2.68
Vardas230,Pavarde230,2.68
Vardas7597,Pavarde7597,2.68
Vardas4459,Pavarde4459,2.68
Vardas4713,Pavarde4713,2.68
Vardas6544,Pavarde6544,2.68
Vardas4769,Pavarde4769,2.68
Vardas8638,Pavarde8638,2.68
Vardas770,Pavarde770,2.68
Vardas7148,Pavarde7148,2.68
Vardas3951,Pavarde3951,2.68
Vardas8402,Pavarde8402,2.68
Vardas7364,Pavarde7364,2.68
Vardas7814,Pavarde7814,2.68
Vardas5033,Pavarde5033,2.68
Vardas2583,Pavarde2583,2.68
Vardas1743,Pavarde1743,2.68
Vardas3828,Pavarde3828,2.68
Vardas1255,Pavarde1255,2.68
Vardas3325,Pavarde3325,2.68
Vardas3244,Pavarde3244,2.68
Vardas1276,Pavarde1276,2.68
Vardas6248,Pavarde6248,2.68
Vardas6041,Pavarde6041,2.68
Vardas7312,Pavarde7312,2.69333
Vardas6882,Pavarde6882,2.70667
Vardas2210,Pavarde2210,2.70667
Vardas6973,Pavarde6973,2.70667
Vardas2921,Pavarde2921,2.70667
Vardas7001,Pavarde7001,2.70667
Vardas6232,Pavarde6232,2.70667
Vardas2813,Pavarde2813,2.70667
Vardas7898,Pavarde7898,2.70667
Vardas7938,Pavarde7938,2.70667
Vardas9212,Pavarde9212,2.70667
Vardas5695,Pavarde5695,2.70667
Vardas7316,Pavarde7316,2.70667
Vardas9647,Pavarde9647,2.70667
Vardas6474,Pavarde6474,2.70667
Vardas9484,Pavarde9484,2.70667
Vardas3187,Pavarde3187,2.70667
Vardas8408,Pavarde8408,2.70667
Vardas9792,Pavarde9792,2.70667
Vardas5975,Pavarde5975,2.70667
Vardas1015,Pavarde1015,2.70667
Vardas1621,Pavarde1621,2.70667
Vardas4003,Pavarde4003,2.70667
Vardas8679,Pavarde8679,2.70667
Vardas8971,Pavarde8971,2.70667
Vardas3734,Pavarde3734,2.70667
Vardas1879,Pavarde1879,2.70667
Vardas6792,Pavarde6792,2.70667
Vardas9502,Pavarde9502,2.72
Vardas2515,Pavarde2515,2.72
Vardas5951,Pavarde5951,2.72
Vardas4051,Pavarde4051,2.73333
Vardas1761,Pavarde1761,2.73333
Vardas7720,Pavarde7720,2.73333
Vardas3317,Pavarde3317,2.73333
Vardas936,Pavarde936,2.73333
Vardas5990,Pavarde5990,2.73333
Vardas2146,Pavarde2146,2.73333
Vardas6690,Pavarde6690,2.73333
Vardas9914,Pavarde9914,2.73333
Vardas1988,Pavarde1988,2.73333
Vardas2999,Pavarde2999,2.73333
Vardas6588,Pavarde6588,2.73333
Vardas140,Pavarde140,2.73333
Vardas8038,Pavarde8038,2.73333
Vardas4629,Pavarde4629,2.73333
Vardas1339,Pavarde1339,2.73333
Vardas3907,Pavarde3907,2.73333
Vardas8935,Pavarde8935,2.73333
Vardas3822,Pavarde3822,2.73333
Vardas8335,Pavarde8335,2.73333
Vardas4704,Pavarde4704,2.73333
Vardas2621,Pavarde2621,2.73333
Vardas5790,Pavarde5790,2.73333
Vardas8282,Pavarde8282,2.73333
Vardas1536,Pavarde1536,2.73333
Vardas3468,Pavarde3468,2.73333
Vardas7767,Pavarde7767,2.74667
Vardas3695,Pavarde3695,2.76
Vardas9513,Pavarde9513,2.76
Vardas5731,Pavarde5731,2.76
Vardas2601,Pavarde2601,2.76
Vardas9557,Pavarde9557,2.76
Vardas8280,Pavarde8280,2.76
Vardas4766,Pavarde4766,2.76
Vardas4772,Pavarde4772,2.76
Vardas4690,Pavarde4690,2.76
Vardas6313,Pavarde6313,2.76
Vardas9678,Pavarde9678,2.76
Vardas3495,Pavarde3495,2.76
Vardas8940,Pavarde8940,2.76
Vardas5534,Pavarde5534,2.76
Vardas9943,Pavarde9943,2.76
Vardas7753,Pavarde7753,2.76
Vardas4562,Pavarde4562,2.76
Vardas689,Pavarde689,2.76
Vardas4337,Pavarde4337,2.76
Vardas9653,Pavarde9653,2.76
Vardas3118,Pavarde3118,2.76
Vardas2918,Pavarde2918,2.76
Vardas6590,Pavarde6590,2.76
Vardas6263,Pavarde6263,2.76
Vardas2330,Pavarde2330,2.76
Vardas1677,Pavarde1677,2.76
Vardas1666,Pavarde1666,2.76
Vardas1364,Pavarde1364,2.76
Vardas7633,Pavarde7633,2.76
Vardas7170,Pavarde7170,2.76
Vardas9321,Pavarde9321,2.76
Vardas9370,Pavarde9370,2.76
Vardas1407,Pavarde1407,2.76
Vardas9807,Pavarde9807,2.76
Vardas2815,Pavarde2815,2.76
Vardas1540,Pavarde1540,2.76
Vardas3967,Pavarde3967,2.76
Vardas5091,Pavarde5091,2.76
Vardas9438,Pavarde9438,2.76
Vardas957,Pavarde957,2.77333
Vardas588,Pavarde588,2.77333
Vardas4440,Pavarde4440,2.78667
Vardas1892,Pavarde1892,2.78667
Vardas3063,Pavarde3063,2.78667
Vardas5387,Pavarde5387,2.78667
Vardas7635,Pavarde7635,2.78667
Vardas3380,Pavarde3380,2.78667
Vardas196,Pavarde196,2.78667
Vardas6314,Pavarde6314,2.78667
Vardas7807,Pavarde7807,2.78667
Vardas6394,Pavarde6394,2.78667
Vardas9988,Pavarde9988,2.78667
Vardas6889,Pavarde6889,2.78667
Vardas8212,Pavarde8212,2.78667
Vardas2066,Pavarde2066,2.78667
Vardas4846,Pavarde4846,2.78667
Vardas3374,Pavarde3374,2.78667
Vardas6879,Pavarde6879,2.78667
Vardas8166,Pavarde8166,2.78667
Vardas5966,Pavarde5966,2.78667
Vardas9506,Pavarde9506,2.78667
Vardas1843,Pavarde1843,2.78667
Vardas2857,Pavarde2857,2.78667
Vardas2794,Pavarde2794,2.78667
Vardas1355,Pavarde1355,2.78667
Vardas7559,Pavarde7559,2.78667
Vardas2082,Pavarde2082,2.78667
Vardas9473,Pavarde9473,2.78667
Vardas6529,Pavarde6529,2.78667
Vardas8432,Pavarde8432,2.78667
Vardas4347,Pavarde4347,2.78667
Vardas5497,Pavarde5497,2.78667
Vardas9276,Pavarde9276,2.78667
Vardas8827,Pavarde8827,2.78667
Vardas8486,Pavarde8486,2.78667
Vardas6224,Pavarde6224,2.8
Vardas8217,Pavarde8217,2.8
Vardas1077,Pavarde1077,2.8
Vardas2656,Pavarde2656,2.81333
Vardas5058,Pavarde5058,2.81333
Vardas3294,Pavarde3294,2.81333
Vardas1122,Pavarde1122,2.81333
Vardas3022,Pavarde3022,2.81333
Vardas4815,Pavarde4815,2.81333
Vardas6776,Pavarde6776,2.81333
Vardas4066,Pavarde4066,2.81333
Vardas2954,Pavarde2954,2.81333
Vardas3408,Pavarde3408,2.81333
Vardas1216,Pavarde1216,2.81333
Vardas9365,Pavarde9365,2.81333
Vardas8133,Pavarde8133,2.81333
Vardas5203,Pavarde5203,2.81333
Vardas5376,Pavarde5376,2.81333
Vardas6769,Pavarde6769,2.81333
Vardas4625,Pavarde4625,2.81333
Vardas6642,Pavarde6642,2.81333
Vardas184,Pavarde184,2.81333
Vardas7187,Pavarde7187,2.81333
Vardas9772,Pavarde9772,2.81333
Vardas2348,Pavarde2348,2.81333
Vardas3102,Pavarde3102,2.81333
Vardas8466,Pavarde8466,2.81333
Vardas9508,Pavarde9508,2.81333
Vardas7380,Pavarde7380,2.81333
Vardas3814,Pavarde3814,2.81333
Vardas2690,Pavarde2690,2.81333
Vardas7651,Pavarde7651,2.81333
Vardas1506,Pavarde1506,2.81333
Vardas5246,Pavarde5246,2.81333
Vardas5665,Pavarde5665,2.81333
Vardas2875,Pavarde2875,2.81333
Vardas400,Pavarde400,2.81333
Vardas4100,Pavarde4100,2.82667
Vardas9258,Pavarde9258,2.82667
Vardas2157,Pavarde2157,2.82667
Vardas531,Pavarde531,2.82667
Vardas6768,Pavarde6768,2.82667
Vardas4505,Pavarde4505,2.82667
Vardas8042,Pavarde8042,2.82667
Vardas39,Pavarde39,2.84
Vardas8025,Pavarde8025,2.84
Vardas5094,Pavarde5094,2.84
Vardas1137,Pavarde1137,2.84
Vardas3397,Pavarde3397,2.84
Vardas9372,Pavarde9372,2.84
Vardas9839,Pavarde9839,2.84
Vardas4743,Pavarde4743,2.84
Vardas5207,Pavarde5207,2.84
Vardas6628,Pavarde6628,2.84
Vardas7344,Pavarde7344,2.84
Vardas1572,Pavarde1572,2.84
Vardas3439,Pavarde3439,2.84
Vardas9436,Pavarde9436,2.84
Vardas2696,Pavarde2696,2.84
Vardas8876,Pavarde8876,2.84
Vardas1000,Pavarde1000,2.84
Vardas8889,Pavarde8889,2.84
Vardas6353,Pavarde6353,2.84
Vardas5131,Pavarde5131,2.84
Vardas631,Pavarde631,2.84
Vardas7320,Pavarde7320,2.84
Vardas8965,Pavarde8965,2.84
Vardas6375,Pavarde6375,2.84
Vardas168,Pavarde168,2.84
Vardas4709,Pavarde4709,2.84
Vardas7483,Pavarde7483,2.84
Vardas6487,Pavarde6487,2.84
Vardas6535,Pavarde6535,2.84
Vardas791,Pavarde791,2.84
Vardas2720,Pavarde2720,2.84
Vardas1368,Pavarde1368,2.84
Vardas1281,Pavarde1281,2.84
Vardas805,Pavarde805,2.84
Vardas6934,Pavarde6934,2.84
Vardas7563,Pavarde7563,2.84
Vardas6302,Pavarde6302,2.84
Vardas4138,Pavarde4138,2.84
Vardas7019,Pavarde7019,2.84
Vardas9726,Pavarde9726,2.84
Vardas7217,Pavarde7217,2.84
Vardas7705,Pavarde7705,2.84
Vardas2736,Pavarde2736,2.84
Vardas2626,Pavarde2626,2.84
Vardas7692,Pavarde7692,2.84
Vardas5410,Pavarde5410,2.84
Vardas3913,Pavarde3913,2.84
Vardas1394,Pavarde1394,2.84
Vardas4997,Pavarde4997,2.84
Vardas422,Pavarde422,2.84
Vardas7547,Pavarde7547,2.84
Vardas2849,Pavarde2849,2.84
Vardas3921,Pavarde3921,2.84
Vardas8649,Pavarde8649,2.84
Vardas6980,Pavarde6980,2.85333
Vardas9142,Pavarde9142,2.85333
Vardas3999,Pavarde3999,2.85333
Vardas1516,Pavarde1516,2.85333
Vardas7405,Pavarde7405,2.85333
Vardas3074,Pavarde3074,2.85333
Vardas6109,Pavarde6109,2.85333
Vardas9188,Pavarde9188,2.85333
Vardas1725,Pavarde1725,2.85333
Vardas9026,Pavarde9026,2.85333
Vardas937,Pavarde937,2.85333
Vardas9053,Pavarde9053,2.85333
Vardas9669,Pavarde9669,2.86667
Vardas356,Pavarde356,2.86667
Vardas2681,Pavarde2681,2.86667
Vardas5858,Pavarde5858,2.86667
Vardas2885,Pavarde2885,2.86667
Vardas7359,Pavarde7359,2.86667
Vardas3520,Pavarde3520,2.86667
Vardas4622,Pavarde4622,2.86667
Vardas2599,Pavarde2599,2.86667
Vardas4918,Pavarde4918,2.86667
Vardas8893,Pavarde8893,2.86667
Vardas685,Pavarde685,2.86667
Vardas5864,Pavarde5864,2.86667
Vardas1814,Pavarde1814,2.86667
Vardas494,Pavarde494,2.86667
Vardas9661,Pavarde9661,2.86667
Vardas5155,Pavarde5155,2.86667
Vardas7527,Pavarde7527,2.86667
Vardas7872,Pavarde7872,2.86667
Vardas7888,Pavarde7888,2.86667
Vardas4250,Pavarde4250,2.86667
Vardas2585,Pavarde2585,2.86667
Vardas307,Pavarde307,2.86667
Vardas5205,Pavarde5205,2.86667
Vardas3473,Pavarde3473,2.86667
Vardas3532,Pavarde3532,2.86667
Vardas1890,Pavarde1890,2.86667
Vardas1605,Pavarde1605,2.86667
Vardas9572,Pavarde9572,2.86667
Vardas4671,Pavarde4671,2.86667
Vardas7007,Pavarde7007,2.86667
Vardas5120,Pavarde5120,2.88
Vardas875,Pavarde875,2.88
Vardas574,Pavarde574,2.88
Vardas5959,Pavarde5959,2.88
Vardas1321,Pavarde1321,2.88
Vardas6327,Pavarde6327,2.88
Vardas1326,Pavarde1326,2.88
Vardas2976,Pavarde2976,2.88
Vardas4527,Pavarde4527,2.88
Vardas3365,Pavarde3365,2.88
Vardas8646,Pavarde8646,2.88
Vardas7426,Pavarde7426,2.88
Vardas4006,Pavarde4006,2.89333
Vardas409,Pavarde409,2.89333
Vardas6865,Pavarde6865,2.89333
Vardas816,Pavarde816,2.89333
Vardas5768,Pavarde5768,2.89333
Vardas952,Pavarde952,2.89333
Vardas7726,Pavarde7726,2.89333
Vardas9482,Pavarde9482,2.89333
Vardas2578,Pavarde2578,2.89333
Vardas2075,Pavarde2075,2.89333
Vardas4938,Pavarde4938,2.89333
Vardas2866,Pavarde2866,2.89333
Vardas7236,Pavarde7236,2.89333
Vardas3518,Pavarde3518,2.89333
Vardas8169,Pavarde8169,2.89333
Vardas7590,Pavarde7590,2.89333
Vardas8,Pavarde8,2.89333
Vardas4691,Pavarde4691,2.89333
Vardas9610,Pavarde9610,2.89333
Vardas8267,Pavarde8267,2.89333
Vardas2741,Pavarde2741,2.89333
Vardas9333,Pavarde9333,2.89333
Vardas5601,Pavarde5601,2.89333
Vardas5219,Pavarde5219,2.89333
Vardas6904,Pavarde6904,2.89333
Vardas6057,Pavarde6057,2.89333
Vardas9474,Pavarde9474,2.89333
Vardas3642,Pavarde3642,2.89333
Vardas3873,Pavarde3873,2.90667
Vardas3349,Pavarde3349,2.90667
Vardas9718,Pavarde9718,2.90667
Vardas8911,Pavarde8911,2.90667
Vardas7659,Pavarde7659,2.90667
Vardas4909,Pavarde4909,2.90667
Vardas1221,Pavarde1221,2.90667
Vardas4590,Pavarde4590,2.90667
Vardas2218,Pavarde2218,2.90667
Vardas9472,Pavarde9472,2.90667
Vardas3156,Pavarde3156,2.92
Vardas2458,Pavarde2458,2.92
Vardas7211,Pavarde7211,2.92
Vardas6974,Pavarde6974,2.92
Vardas7207,Pavarde7207,2.92
Vardas6483,Pavarde6483,2.92
Vardas7222,Pavarde7222,2.92
Vardas868,Pavarde868,2.92
Vardas142,Pavarde142,2.92
Vardas9796,Pavarde9796,2.92
Vardas1081,Pavarde1081,2.92
Vardas4705,Pavarde4705,2.92
Vardas3401,Pavarde3401,2.92
Vardas5502,Pavarde5502,2.92
Vardas9846,Pavarde9846,2.92
Vardas9014,Pavarde9014,2.92
