FirstName,LastName,FinalGrade
Vardas5270,Pavarde5270,5.05333
Vardas1408,Pavarde1408,5.05333
Vardas346,Pavarde346,5.05333
Vardas5190,Pavarde5190,5.05333
Vardas8848,Pavarde8848,5.05333
Vardas50,Pavarde50,5.05333
Vardas2182,Pavarde2182,5.05333
Vardas3239,Pavarde3239,5.05333
Vardas8106,Pavarde8106,5.05333
Vardas4558,Pavarde4558,5.05333
Vardas9428,Pavarde9428,5.05333
Vardas2946,Pavarde2946,5.05333
Vardas2179,Pavarde2179,5.05333
Vardas3943,Pavarde3943,5.05333
Vardas4753,Pavarde4753,5.05333
Vardas2064,Pavarde2064,5.05333
Vardas1612,Pavarde1612,5.05333
Vardas9426,Pavarde9426,5.05333
Vardas6384,Pavarde6384,5.05333
Vardas7829,Pavarde7829,5.05333
Vardas9659,Pavarde9659,5.05333
Vardas9161,Pavarde9161,5.05333
Vardas4931,Pavarde4931,5.05333
Vardas7774,Pavarde7774,5.05333
Vardas9742,Pavarde9742,5.05333
Vardas439,Pavarde439,5.05333
Vardas581,Pavarde581,5.05333
Vardas827,Pavarde827,5.05333
Vardas1969,Pavarde1969,5.05333
Vardas7719,Pavarde7719,5.05333
Vardas8553,Pavarde8553,5.05333
Vardas9779,Pavarde9779,5.05333
Vardas174,Pavarde174,5.05333
Vardas397,Pavarde397,5.06667
Vardas3316,Pavarde3316,5.06667
Vardas8910,Pavarde8910,5.06667
Vardas5615,Pavarde5615,5.06667
Vardas9975,Pavarde9975,5.06667
Vardas8428,Pavarde8428,5.06667
Vardas9329,Pavarde9329,5.06667
Vardas8756,Pavarde8756,5.06667
Vardas682,Pavarde682,5.06667
Vardas597,Pavarde597,5.06667
Vardas2518,Pavarde2518,5.06667
Vardas7455,Pavarde7455,5.06667
Vardas9306,Pavarde9306,5.06667
Vardas5541,Pavarde5541,5.06667
Vardas2220,Pavarde2220,5.06667
Vardas6971,Pavarde6971,5.06667
Vardas2134,Pavarde2134,5.06667
Vardas2677,Pavarde2677,5.08
Vardas3650,Pavarde3650,5.08
Vardas2259,Pavarde2259,5.08
Vardas4650,Pavarde4650,5.08
Vardas6197,Pavarde6197,5.08
Vardas1342,Pavarde1342,5.08
Vardas8178,Pavarde8178,5.08
Vardas4905,Pavarde4905,5.08
Vardas7694,Pavarde7694,5.08
Vardas7611,Pavarde7611,5.08
Vardas2600,Pavarde2600,5.08
Vardas779,Pavarde779,5.08
Vardas4856,Pavarde4856,5.08
Vardas5042,Pavarde5042,5.08
Vardas3639,Pavarde3639,5.08
Vardas8216,Pavarde8216,5.08
Vardas5095,Pavarde5095,5.08
Vardas210,Pavarde210,5.08
Vardas4734,Pavarde4734,5.08
Vardas2607,Pavarde2607,5.08
Vardas8780,Pavarde8780,5.08
Vardas974,Pavarde974,5.08
Vardas2828,Pavarde2828,5.08
Vardas8607,Pavarde8607,5.08
Vardas7394,Pavarde7394,5.08
Vardas8789,Pavarde8789,5.08
Vardas8790,Pavarde8790,5.08
Vardas961,Pavarde961,5.08
Vardas219,Pavarde219,5.08
Vardas6584,Pavarde6584,5.08
Vardas3869,Pavarde3869,5.08
Vardas610,Pavarde610,5.08
Vardas3459,Pavarde3459,5.08
Vardas6505,Pavarde6505,5.08
Vardas9249,Pavarde9249,5.08
Vardas640,Pavarde640,5.08
Vardas9236,Pavarde9236,5.08
Vardas486,Pavarde486,5.08
Vardas1173,Pavarde1173,5.09333
Vardas7956,Pavarde7956,5.09333
Vardas9498,Pavarde9498,5.09333
Vardas32,Pavarde32,5.09333
Vardas8500,Pavarde8500,5.09333
Vardas9397,Pavarde9397,5.09333
Vardas8034,Pavarde8034,5.10667
Vardas2760,Pavarde2760,5.10667
Vardas8655,Pavarde8655,5.10667
Vardas1187,Pavarde1187,5.10667
Vardas1504,Pavarde1504,5.10667
Vardas6168,Pavarde6168,5.10667
Vardas2512,Pavarde2512,5.10667
Vardas6984,Pavarde6984,5.10667
Vardas8414,Pavarde8414,5.10667
Vardas4413,Pavarde4413,5.10667
Vardas5686,Pavarde5686,5.10667
Vardas9937,Pavarde9937,5.10667
Vardas4355,Pavarde4355,5.10667
Vardas7581,Pavarde7581,5.10667
Vardas9888,Pavarde9888,5.10667
Vardas3434,Pavarde3434,5.10667
Vardas9511,Pavarde9511,5.10667
Vardas943,Pavarde943,5.10667
Vardas5195,Pavarde5195,5.10667
Vardas5658,Pavarde5658,5.10667
Vardas3301,Pavarde3301,5.10667
Vardas7573,Pavarde7573,5.10667
Vardas4090,Pavarde4090,5.10667
Vardas5892,Pavarde5892,5.10667
Vardas8738,Pavarde8738,5.10667
Vardas5449,Pavarde5449,5.10667
Vardas2943,Pavarde2943,5.10667
Vardas9780,Pavarde9780,5.10667
Vardas3268,Pavarde3268,5.10667
Vardas9612,Pavarde9612,5.10667
Vardas5153,Pavarde5153,5.10667
Vardas5349,Pavarde5349,5.10667
Vardas3252,Pavarde3252,5.12
Vardas3288,Pavarde3288,5.12
Vardas3872,Pavarde3872,5.12
Vardas2538,Pavarde2538,5.12
Vardas2787,Pavarde2787,5.12
Vardas449,Pavarde449,5.12
Vardas5059,Pavarde5059,5.12
Vardas9690,Pavarde9690,5.12
Vardas339,Pavarde339,5.12
Vardas333,Pavarde333,5.12
Vardas601,Pavarde601,5.12
Vardas4720,Pavarde4720,5.12
Vardas3231,Pavarde3231,5.12
Vardas8994,Pavarde8994,5.12
Vardas5251,Pavarde5251,5.12
Vardas2503,Pavarde2503,5.12
Vardas2276,Pavarde2276,5.12
Vardas6925,Pavarde6925,5.12
Vardas9077,Pavarde9077,5.13333
Vardas9354,Pavarde9354,5.13333
Vardas9774,Pavarde9774,5.13333
Vardas3307,Pavarde3307,5.13333
Vardas1640,Pavarde1640,5.13333
Vardas629,Pavarde629,5.13333
Vardas2462,Pavarde2462,5.13333
Vardas4131,Pavarde4131,5.13333
Vardas9757,Pavarde9757,5.13333
Vardas4689,Pavarde4689,5.13333
Vardas8287,Pavarde8287,5.13333
Vardas5080,Pavarde5080,5.13333
Vardas999,Pavarde999,5.13333
Vardas7297,Pavarde7297,5.13333
Vardas4023,Pavarde4023,5.13333
Vardas3756,Pavarde3756,5.13333
Vardas5004,Pavarde5004,5.13333
Vardas730,Pavarde730,5.13333
Vardas9492,Pavarde9492,5.13333
Vardas7760,Pavarde7760,5.13333
Vardas1915,Pavarde1915,5.13333
Vardas8721,Pavarde8721,5.13333
Vardas4676,Pavarde4676,5.13333
Vardas8304,Pavarde8304,5.13333
Vardas8584,Pavarde8584,5.13333
Vardas3856,Pavarde3856,5.13333
Vardas5689,Pavarde5689,5.13333
Vardas8853,Pavarde8853,5.13333
Vardas4950,Pavarde4950,5.13333
Vardas9962,Pavarde9962,5.13333
Vardas2802,Pavarde2802,5.13333
Vardas4645,Pavarde4645,5.14667
Vardas4508,Pavarde4508,5.14667
Vardas5718,Pavarde5718,5.14667
Vardas6385,Pavarde6385,5.14667
Vardas7140,Pavarde7140,5.14667
Vardas8033,Pavarde8033,5.14667
Vardas4594,Pavarde4594,5.14667
Vardas8579,Pavarde8579,5.14667
Vardas7561,Pavarde7561,5.14667
Vardas4559,Pavarde4559,5.14667
Vardas5504,Pavarde5504,5.14667
Vardas1430,Pavarde1430,5.14667
Vardas4738,Pavarde4738,5.14667
Vardas7059,Pavarde7059,5.16
Vardas3682,Pavarde3682,5.16
Vardas6760,Pavarde6760,5.16
Vardas1769,Pavarde1769,5.16
Vardas2587,Pavarde2587,5.16
Vardas5521,Pavarde5521,5.16
Vardas8630,Pavarde8630,5.16
Vardas2195,Pavarde2195,5.16
Vardas5314,Pavarde5314,5.16
Vardas7226,Pavarde7226,5.16
Vardas3855,Pavarde3855,5.16
Vardas4319,Pavarde4319,5.16
Vardas1409,Pavarde1409,5.16
Vardas3026,Pavarde3026,5.16
Vardas8308,Pavarde8308,5.16
Vardas5622,Pavarde5622,5.16
Vardas9735,Pavarde9735,5.16
Vardas7841,Pavarde7841,5.16
Vardas2990,Pavarde2990,5.16
Vardas8947,Pavarde8947,5.16
Vardas8950,Pavarde8950,5.16
Vardas543,Pavarde543,5.16
Vardas7052,Pavarde7052,5.16
Vardas3533,Pavarde3533,5.16
Vardas1175,Pavarde1175,5.16
Vardas3671,Pavarde3671,5.17333
Vardas4888,Pavarde4888,5.17333
Vardas6008,Pavarde6008,5.17333
Vardas58,Pavarde58,5.17333
Vardas3032,Pavarde3032,5.17333
Vardas658,Pavarde658,5.17333
Vardas3197,Pavarde3197,5.17333
Vardas328,Pavarde328,5.18667
Vardas8949,Pavarde8949,5.18667
Vardas2231,Pavarde2231,5.18667
Vardas3394,Pavarde3394,5.18667
Vardas7794,Pavarde7794,5.18667
Vardas2253,Pavarde2253,5.18667
Vardas6427,Pavarde6427,5.18667
Vardas9007,Pavarde9007,5.18667
Vardas9091,Pavarde9091,5.18667
Vardas1723,Pavarde1723,5.18667
Vardas5436,Pavarde5436,5.18667
Vardas5379,Pavarde5379,5.18667
Vardas7690,Pavarde7690,5.18667
Vardas4946,Pavarde4946,5.18667
Vardas2175,Pavarde2175,5.18667
Vardas1738,Pavarde1738,5.18667
Vardas1582,Pavarde1582,5.18667
Vardas7682,Pavarde7682,5.18667
Vardas4898,Pavarde4898,5.18667
Vardas6354,Pavarde6354,5.18667
Vardas7303,Pavarde7303,5.18667
Vardas5539,Pavarde5539,5.18667
Vardas5877,Pavarde5877,5.18667
Vardas9324,Pavarde9324,5.18667
Vardas8675,Pavarde8675,5.18667
Vardas5899,Pavarde5899,5.18667
Vardas347,Pavarde347,5.18667
Vardas2615,Pavarde2615,5.18667
Vardas5685,Pavarde5685,5.18667
Vardas6373,Pavarde6373,5.18667
Vardas3202,Pavarde3202,5.18667
Vardas8788,Pavarde8788,5.18667
Vardas3161,Pavarde3161,5.18667
Vardas6419,Pavarde6419,5.18667
Vardas5507,Pavarde5507,5.18667
Vardas2872,Pavarde2872,5.2
Vardas508,Pavarde508,5.2
Vardas8563,Pavarde8563,5.2
Vardas2903,Pavarde2903,5.2
Vardas3535,Pavarde3535,5.2
Vardas1238,Pavarde1238,5.2
Vardas9281,Pavarde9281,5.2
Vardas6490,Pavarde6490,5.2
Vardas9889,Pavarde9889,5.2
Vardas204,Pavarde204,5.21333
Vardas7366,Pavarde7366,5.21333
Vardas9900,Pavarde9900,5.21333
Vardas878,Pavarde878,5.21333
Vardas9584,Pavarde9584,5.21333
Vardas8707,Pavarde8707,5.21333
Vardas477,Pavarde477,5.21333
Vardas6504,Pavarde6504,5.21333
Vardas5462,Pavarde5462,5.21333
Vardas1155,Pavarde1155,5.21333
Vardas9665,Pavarde9665,5.21333
Vardas7117,Pavarde7117,5.21333
Vardas1099,Pavarde1099,5.21333
Vardas5102,Pavarde5102,5.21333
Vardas4682,Pavarde4682,5.21333
Vardas9253,Pavarde9253,5.21333
Vardas9793,Pavarde9793,5.21333
Vardas4038,Pavarde4038,5.21333
Vardas2750,Pavarde2750,5.21333
Vardas7810,Pavarde7810,5.21333
Vardas6378,Pavarde6378,5.21333
Vardas2073,Pavarde2073,5.21333
Vardas3162,Pavarde3162,5.21333
Vardas9748,Pavarde9748,5.21333
Vardas29,Pavarde29,5.22667
Vardas3509,Pavarde3509,5.22667
Vardas7525,Pavarde7525,5.22667
Vardas8831,Pavarde8831,5.22667
Vardas6527,Pavarde6527,5.22667
Vardas3725,Pavarde3725,5.22667
Vardas9843,Pavarde9843,5.22667
Vardas1258,Pavarde1258,5.22667
Vardas1211,Pavarde1211,5.22667
Vardas5896,Pavarde5896,5.22667
Vardas9877,Pavarde9877,5.22667
Vardas8519,Pavarde8519,5.24
Vardas9444,Pavarde9444,5.24
Vardas3979,Pavarde3979,5.24
Vardas199,Pavarde199,5.24
Vardas2729,Pavarde2729,5.24
Vardas3128,Pavarde3128,5.24
Vardas5305,Pavarde5305,5.24
Vardas1909,Pavarde1909,5.24
Vardas2682,Pavarde2682,5.24
Vardas2321,Pavarde2321,5.24
Vardas6153,Pavarde6153,5.24
Vardas8883,Pavarde8883,5.24
Vardas6229,Pavarde6229,5.24
Vardas9592,Pavarde9592,5.24
Vardas9932,Pavarde9932,5.24
Vardas9073,Pavarde9073,5.24
Vardas7648,Pavarde7648,5.24
Vardas2121,Pavarde2121,5.24
Vardas2480,Pavarde2480,5.24
Vardas9637,Pavarde9637,5.24
Vardas3836,Pavarde3836,5.24
Vardas2631,Pavarde2631,5.24
Vardas5855,Pavarde5855,5.24
Vardas8039,Pavarde8039,5.24
Vardas5231,Pavarde5231,5.24
Vardas1672,Pavarde1672,5.24
Vardas2240,Pavarde2240,5.24
Vardas2039,Pavarde2039,5.24
Vardas3948,Pavarde3948,5.24
Vardas4015,Pavarde4015,5.24
Vardas3450,Pavarde3450,5.25333
Vardas7821,Pavarde7821,5.25333
Vardas6267,Pavarde6267,5.25333
Vardas9514,Pavarde9514,5.25333
Vardas4587,Pavarde4587,5.25333
Vardas9633,Pavarde9633,5.25333
Vardas1785,Pavarde1785,5.25333
Vardas7670,Pavarde7670,5.25333
Vardas2924,Pavarde2924,5.25333
Vardas7620,Pavarde7620,5.26667
Vardas5921,Pavarde5921,5.26667
Vardas6108,Pavarde6108,5.26667
Vardas4854,Pavarde4854,5.26667
Vardas95,Pavarde95,5.26667
Vardas3240,Pavarde3240,5.26667
Vardas2188,Pavarde2188,5.26667
Vardas7784,Pavarde7784,5.26667
Vardas4577,Pavarde4577,5.26667
Vardas978,Pavarde978,5.26667
Vardas8411,Pavarde8411,5.26667
Vardas7571,Pavarde7571,5.26667
Vardas1291,Pavarde1291,5.26667
Vardas1207,Pavarde1207,5.26667
Vardas492,Pavarde492,5.26667
Vardas9203,Pavarde9203,5.26667
Vardas4156,Pavarde4156,5.26667
Vardas5777,Pavarde5777,5.26667
Vardas6438,Pavarde6438,5.26667
Vardas3050,Pavarde3050,5.26667
Vardas7464,Pavarde7464,5.26667
Vardas9267,Pavarde9267,5.26667
Vardas8795,Pavarde8795,5.26667
Vardas8999,Pavarde8999,5.26667
Vardas5367,Pavarde5367,5.26667
Vardas5196,Pavarde5196,5.26667
Vardas3052,Pavarde3052,5.26667
Vardas6551,Pavarde6551,5.26667
Vardas2251,Pavarde2251,5.26667
Vardas9019,Pavarde9019,5.26667
Vardas2374,Pavarde2374,5.26667
Vardas6228,Pavarde6228,5.26667
Vardas5464,Pavarde5464,5.26667
Vardas1236,Pavarde1236,5.26667
Vardas628,Pavarde628,5.26667
Vardas3768,Pavarde3768,5.26667
Vardas2565,Pavarde2565,5.26667
Vardas4903,Pavarde4903,5.28
Vardas6341,Pavarde6341,5.28
Vardas9947,Pavarde9947,5.28
Vardas3931,Pavarde3931,5.28
Vardas6433,Pavarde6433,5.28
Vardas2635,Pavarde2635,5.28
Vardas4387,Pavarde4387,5.28
Vardas2644,Pavarde2644,5.28
Vardas1779,Pavarde1779,5.29333
Vardas1898,Pavarde1898,5.29333
Vardas4408,Pavarde4408,5.29333
Vardas4062,Pavarde4062,5.29333
Vardas596,Pavarde596,5.29333
Vardas1977,Pavarde1977,5.29333
Vardas4621,Pavarde4621,5.29333
Vardas3283,Pavarde3283,5.29333
Vardas5943,Pavarde5943,5.29333
Vardas569,Pavarde569,5.29333
Vardas1899,Pavarde1899,5.29333
Vardas4936,Pavarde4936,5.29333
Vardas7335,Pavarde7335,5.29333
Vardas5151,Pavarde5151,5.29333
Vardas9031,Pavarde9031,5.29333
Vardas3390,Pavarde3390,5.29333
Vardas5212,Pavarde5212,5.29333
Vardas6069,Pavarde6069,5.29333
Vardas98,Pavarde98,5.29333
Vardas6172,Pavarde6172,5.29333
Vardas8914,Pavarde8914,5.29333
Vardas4794,Pavarde4794,5.29333
Vardas5301,Pavarde5301,5.29333
Vardas8305,Pavarde8305,5.29333
Vardas9516,Pavarde9516,5.29333
Vardas6333,Pavarde6333,5.29333
Vardas4803,Pavarde4803,5.29333
Vardas4667,Pavarde4667,5.29333
Vardas5078,Pavarde5078,5.29333
Vardas6757,Pavarde6757,5.29333
Vardas1940,Pavarde1940,5.30667
Vardas102,Pavarde102,5.30667
Vardas903,Pavarde903,5.30667
Vardas6227,Pavarde6227,5.30667
Vardas7427,Pavarde7427,5.30667
Vardas8989,Pavarde8989,5.30667
Vardas2520,Pavarde2520,5.30667
Vardas323,Pavarde323,5.30667
Vardas8798,Pavarde8798,5.30667
Vardas86,Pavarde86,5.30667
Vardas6766,Pavarde6766,5.30667
Vardas4498,Pavarde4498,5.30667
Vardas5292,Pavarde5292,5.32
Vardas2930,Pavarde2930,5.32
Vardas3345,Pavarde3345,5.32
Vardas6161,Pavarde6161,5.32
Vardas8239,Pavarde8239,5.32
Vardas5283,Pavarde5283,5.32
Vardas1423,Pavarde1423,5.32
Vardas108,Pavarde108,5.32
Vardas5038,Pavarde5038,5.32
Vardas2957,Pavarde2957,5.32
Vardas665,Pavarde665,5.32
Vardas747,Pavarde747,5.32
Vardas1185,Pavarde1185,5.32
Vardas9872,Pavarde9872,5.32
Vardas6106,Pavarde6106,5.32
Vardas9853,Pavarde9853,5.32
Vardas2573,Pavarde2573,5.32
Vardas2614,Pavarde2614,5.32
Vardas6755,Pavarde6755,5.32
Vardas812,Pavarde812,5.32
Vardas5413,Pavarde5413,5.32
Vardas6515,Pavarde6515,5.32
Vardas5638,Pavarde5638,5.32
Vardas8643,Pavarde8643,5.32
Vardas6448,Pavarde6448,5.32
Vardas7379,Pavarde7379,5.32
Vardas5900,Pavarde5900,5.32
Vardas4352,Pavarde4352,5.32
Vardas5964,Pavarde5964,5.32
Vardas913,Pavarde913,5.33333
Vardas7092,Pavarde7092,5.33333
Vardas3574,Pavarde3574,5.33333
Vardas1027,Pavarde1027,5.33333
Vardas7992,Pavarde7992,5.33333
Vardas4383,Pavarde4383,5.33333
Vardas7889,Pavarde7889,5.33333
Vardas8163,Pavarde8163,5.33333
Vardas3308,Pavarde3308,5.33333
Vardas2881,Pavarde2881,5.33333
Vardas8939,Pavarde8939,5.33333
Vardas7249,Pavarde7249,5.33333
Vardas6188,Pavarde6188,5.33333
Vardas8674,Pavarde8674,5.33333
Vardas8844,Pavarde8844,5.33333
Vardas5375,Pavarde5375,5.33333
Vardas781,Pavarde781,5.33333
Vardas5757,Pavarde5757,5.33333
Vardas2888,Pavarde2888,5.34667
Vardas9079,Pavarde9079,5.34667
Vardas3910,Pavarde3910,5.34667
Vardas4004,Pavarde4004,5.34667
Vardas5806,Pavarde5806,5.34667
Vardas9961,Pavarde9961,5.34667
Vardas7796,Pavarde7796,5.34667
Vardas9533,Pavarde9533,5.34667
Vardas6238,Pavarde6238,5.34667
Vardas5605,Pavarde5605,5.34667
Vardas5838,Pavarde5838,5.34667
Vardas6092,Pavarde6092,5.34667
Vardas1748,Pavarde1748,5.34667
Vardas5310,Pavarde5310,5.34667
Vardas1528,Pavarde1528,5.34667
Vardas8317,Pavarde8317,5.34667
Vardas5526,Pavarde5526,5.34667
Vardas416,Pavarde416,5.34667
Vardas2708,Pavarde2708,5.34667
Vardas2252,Pavarde2252,5.34667
Vardas7832,Pavarde7832,5.34667
Vardas6969,Pavarde6969,5.34667
Vardas6861,Pavarde6861,5.34667
Vardas5747,Pavarde5747,5.34667
Vardas5490,Pavarde5490,5.34667
Vardas4213,Pavarde4213,5.34667
Vardas2886,Pavarde2886,5.34667
Vardas6691,Pavarde6691,5.34667
Vardas5271,Pavarde5271,5.34667
Vardas383,Pavarde383,5.34667
Vardas499,Pavarde499,5.36
Vardas2632,Pavarde2632,5.36
Vardas8179,Pavarde8179,5.36
Vardas2396,Pavarde2396,5.36
Vardas34,Pavarde34,5.36
Vardas3075,Pavarde3075,5.36
Vardas6030,Pavarde6030,5.36
Vardas2340,Pavarde2340,5.36
Vardas524,Pavarde524,5.36
Vardas1552,Pavarde1552,5.36
Vardas6880,Pavarde6880,5.36
Vardas1123,Pavarde1123,5.36
Vardas8532,Pavarde8532,5.36
Vardas3348,Pavarde3348,5.37333
Vardas2684,Pavarde2684,5.37333
Vardas649,Pavarde649,5.37333
Vardas3147,Pavarde3147,5.37333
Vardas9413,Pavarde9413,5.37333
Vardas2910,Pavarde2910,5.37333
Vardas9116,Pavarde9116,5.37333
Vardas1617,Pavarde1617,5.37333
Vardas9304,Pavarde9304,5.37333
Vardas3061,Pavarde3061,5.37333
Vardas6149,Pavarde6149,5.37333
Vardas1305,Pavarde1305,5.37333
Vardas969,Pavarde969,5.37333
Vardas4635,Pavarde4635,5.37333
Vardas4450,Pavarde4450,5.37333
Vardas4793,Pavarde4793,5.37333
Vardas7965,Pavarde7965,5.37333
Vardas3806,Pavarde3806,5.37333
Vardas1093,Pavarde1093,5.37333
Vardas6486,Pavarde6486,5.37333
Vardas8708,Pavarde8708,5.37333
Vardas8505,Pavarde8505,5.37333
Vardas8693,Pavarde8693,5.37333
Vardas2649,Pavarde2649,5.37333
Vardas6086,Pavarde6086,5.37333
Vardas4175,Pavarde4175,5.37333
Vardas9083,Pavarde9083,5.37333
Vardas1352,Pavarde1352,5.37333
Vardas1260,Pavarde1260,5.37333
Vardas2887,Pavarde2887,5.37333
Vardas1566,Pavarde1566,5.37333
Vardas6688,Pavarde6688,5.37333
Vardas6111,Pavarde6111,5.37333
Vardas4274,Pavarde4274,5.37333
Vardas1600,Pavarde1600,5.38667
Vardas9211,Pavarde9211,5.38667
Vardas9301,Pavarde9301,5.38667
Vardas6014,Pavarde6014,5.38667
Vardas5034,Pavarde5034,5.38667
Vardas8083,Pavarde8083,5.38667
Vardas2989,Pavarde2989,5.38667
Vardas5598,Pavarde5598,5.38667
Vardas3153,Pavarde3153,5.38667
Vardas2507,Pavarde2507,5.38667
Vardas9434,Pavarde9434,5.38667
Vardas1328,Pavarde1328,5.38667
Vardas5682,Pavarde5682,5.38667
Vardas1383,Pavarde1383,5.38667
Vardas9462,Pavarde9462,5.4
Vardas7680,Pavarde7680,5.4
Vardas7021,Pavarde7021,5.4
Vardas2363,Pavarde2363,5.4
Vardas1721,Pavarde1721,5.4
Vardas6052,Pavarde6052,5.4
Vardas8261,Pavarde8261,5.4
Vardas481,Pavarde481,5.4
Vardas964,Pavarde964,5.4
Vardas5365,Pavarde5365,5.4
Vardas9385,Pavarde9385,5.4
Vardas6095,Pavarde6095,5.4
Vardas495,Pavarde495,5.4
Vardas6762,Pavarde6762,5.4
Vardas4240,Pavarde4240,5.4
Vardas2056,Pavarde2056,5.4
Vardas5780,Pavarde5780,5.4
Vardas8774,Pavarde8774,5.4
Vardas5881,Pavarde5881,5.4
Vardas8183,Pavarde8183,5.4
Vardas4998,Pavarde4998,5.4
Vardas6577,Pavarde6577,5.4
Vardas7650,Pavarde7650,5.4
Vardas9671,Pavarde9671,5.41333
Vardas4814,Pavarde4814,5.41333
Vardas1650,Pavarde1650,5.41333
Vardas1962,Pavarde1962,5.41333
Vardas5100,Pavarde5100,5.41333
Vardas918,Pavarde918,5.41333
Vardas3402,Pavarde3402,5.41333
Vardas5954,Pavarde5954,5.41333
Vardas3971,Pavarde3971,5.41333
Vardas4800,Pavarde4800,5.42667
Vardas2612,Pavarde2612,5.42667
Vardas5992,Pavarde5992,5.42667
Vardas1854,Pavarde1854,5.42667
Vardas4123,Pavarde4123,5.42667
Vardas187,Pavarde187,5.42667
Vardas7460,Pavarde7460,5.42667
Vardas7951,Pavarde7951,5.42667
Vardas7254,Pavarde7254,5.42667
Vardas8388,Pavarde8388,5.42667
Vardas4375,Pavarde4375,5.42667
Vardas1347,Pavarde1347,5.42667
Vardas7439,Pavarde7439,5.42667
Vardas2511,Pavarde2511,5.42667
Vardas6219,Pavarde6219,5.42667
Vardas924,Pavarde924,5.42667
Vardas889,Pavarde889,5.42667
Vardas6006,Pavarde6006,5.42667
Vardas4593,Pavarde4593,5.42667
Vardas5971,Pavarde5971,5.42667
Vardas8279,Pavarde8279,5.42667
Vardas4438,Pavarde4438,5.42667
Vardas1655,Pavarde1655,5.42667
Vardas1639,Pavarde1639,5.42667
Vardas1649,Pavarde1649,5.42667
Vardas1411,Pavarde1411,5.42667
Vardas2384,Pavarde2384,5.42667
Vardas1744,Pavarde1744,5.44
Vardas4620,Pavarde4620,5.44
Vardas4937,Pavarde4937,5.44
Vardas4611,Pavarde4611,5.44
Vardas9710,Pavarde9710,5.44
Vardas1034,Pavarde1034,5.44
Vardas8749,Pavarde8749,5.44
Vardas6036,Pavarde6036,5.44
Vardas7306,Pavarde7306,5.44
Vardas4357,Pavarde4357,5.44
Vardas2653,Pavarde2653,5.44
Vardas856,Pavarde856,5.44
Vardas6825,Pavarde6825,5.44
Vardas1706,Pavarde1706,5.44
Vardas790,Pavarde790,5.44
Vardas4836,Pavarde4836,5.44
Vardas8233,Pavarde8233,5.44
Vardas6765,Pavarde6765,5.44
Vardas1212,Pavarde1212,5.44
Vardas8982,Pavarde8982,5.44
